Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,10/30/14 9:46,No Tag,NA,NA,NA,NA,NA,1500,NA,NA,NA,ProMED Mail,BBC News [edited],NA
United States,United States,NA,Ebola,Humans,NA,2917097,"PRO/AH/EDR> Ebola virus disease - ex Africa (28): USA nurses, E.Africa tourism down, opinion",http://promedmail.org/direct.php?id=20141030.2917097,10/30/14 21:17,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Mali,Mali,NA,Ebola,Humans,NA,2920082,"PRO/AH/EDR> Ebola virus disease - West Africa (200): Mali, Liberia, cremation, case numbers",http://promedmail.org/direct.php?id=20141031.2920082,10/31/14 20:21,No Tag,2,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,2922141,"PRO/AH/EDR> Ebola virus disease - West Africa (201): WHO updates, Liberia new hospital",http://promedmail.org/direct.php?id=20141101.2922141,11/1/14 20:59,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2923959,"PRO/AH/EDR> Ebola virus disease - West Africa (202): Sierra Leone, Norway-UK aid, age & CFR",http://promedmail.org/direct.php?id=20141102.2923959,11/2/14 19:44,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Viet Nam,Viet Nam,NA,Ebola,Humans,NA,2923960,"PRO/AH/EDR> Ebola virus disease - ex Africa (29): UN repatriated, Canada, North Korea, susp",http://promedmail.org/direct.php?id=20141102.2923960,11/2/14 20:25,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Tuoi Tre News,NA
United States,United States,NA,Ebola,Humans,NA,2929706,"PRO/AH/EDR> Ebola virus disease - ex Africa (30): USA scares, hospital preparedness",http://promedmail.org/direct.php?id=20141104.2929706,11/4/14 20:4,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2932865,"PRO/AH/EDR> Ebola virus disease - West Africa (203): WHO, WiFi, vaccine, survivors",http://promedmail.org/direct.php?id=20141105.2932865,11/5/14 22:39,No Tag,NA,NA,NA,NA,13042,4818,NA,NA,NA,ProMED Mail,WHO [edited],NA
Germany,Germany,NA,Ebola,Humans,NA,2938140,"PRO/AH/EDR> Ebola virus disease - ex Africa (31): Ugandan cured, Texas free, safety, funds",http://promedmail.org/direct.php?id=20141107.2938140,11/7/14 22:53,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Wall Street Journal [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2938263,"PRO/AH/EDR> Ebola virus disease - West Africa (204): Sierra Leone, region, models unreliable",http://promedmail.org/direct.php?id=20141107.2938263,11/7/14 23:10,No Tag,25,30,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Guardian [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2938263,"PRO/AH/EDR> Ebola virus disease - West Africa (204): Sierra Leone, region, models unreliable",http://promedmail.org/direct.php?id=20141107.2938263,11/7/14 23:10,No Tag,NA,NA,NA,NA,13567,4951,NA,NA,NA,ProMED Mail,Nature [edited],NA
United States,United States,NA,Ebola,Humans,NA,2939861,"PRO/AH/EDR> Ebola virus disease - ex Africa (32): Spanish nurse recovered, USA seeks patent",http://promedmail.org/direct.php?id=20141108.2939861,11/8/14 22:57,No Tag,NA,NA,NA,NA,NA,NA,4,1,NA,ProMED Mail,Politico [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2939878,"PRO/AH/EDR> Ebola virus disease - West Africa (205): WHO, Nigeria, Sierra Leone, crisis fund",http://promedmail.org/direct.php?id=20141108.2939878,11/8/14 23:26,No Tag,NA,NA,NA,NA,13268,4960,NA,NA,NA,ProMED Mail,WHO [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2939878,"PRO/AH/EDR> Ebola virus disease - West Africa (205): WHO, Nigeria, Sierra Leone, crisis fund",http://promedmail.org/direct.php?id=20141108.2939878,11/8/14 23:26,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
China,China,NA,Ebola,Humans,NA,2941403,"PRO/AH/EDR> Ebola virus disease - ex Africa (33): China, Philippines, shipping, Morocco",http://promedmail.org/direct.php?id=20141109.2941403,11/9/14 22:33,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2944063,"PRO/AH/EDR> Ebola virus disease - West Africa (206): Sierra Leone, Liberia, more",http://promedmail.org/direct.php?id=20141111.2944063,11/11/14 2:53,No Tag,111,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Guardian [edited],NA
Senegal,Senegal,NA,Ebola,Humans,NA,2946186,"PRO/AH/EDR> Ebola virus disease - ex Africa (34): US doctor discharged, robots, WHO, Google",http://promedmail.org/direct.php?id=20141111.2946186,11/11/14 13:36,No Tag,NA,NA,NA,NA,NA,NA,1,NA,NA,ProMED Mail,WHO [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2946918,PRO/AH/EDR> Ebola virus disease - West Africa (207): Mali susp new case RFI,http://promedmail.org/direct.php?id=20141111.2946918,11/11/14 17:36,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Reuters via Boursorama [in French, transl. JW, edited]",NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2950138,"PRO/AH/EDR> Ebola virus disease - West Africa (208): WHO, Mali conf, deaths",http://promedmail.org/direct.php?id=20141112.2950138,11/12/14 17:49,No Tag,NA,NA,NA,NA,14098,5160,NA,NA,NA,ProMED Mail,WHO Situation report [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2950138,"PRO/AH/EDR> Ebola virus disease - West Africa (208): WHO, Mali conf, deaths",http://promedmail.org/direct.php?id=20141112.2950138,11/12/14 17:49,No Tag,NA,NA,NA,NA,4,4,NA,NA,NA,ProMED Mail,WHO Situation report [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2954914,PRO/AH/EDR> Ebola virus disease - West Africa (209): Mali update,http://promedmail.org/direct.php?id=20141114.2954914,11/14/14 9:32,No Tag,NA,NA,NA,NA,6,NA,NA,NA,NA,ProMED Mail,Bloomberg [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2955997,"PRO/AH/EDR> Ebola virus disease - West Africa (210): Mali, Liberia, WHO",http://promedmail.org/direct.php?id=20141114.2955997,11/14/14 17:47,No Tag,NA,1,NA,NA,6,NA,NA,NA,NA,ProMED Mail,Bloomberg [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2955997,"PRO/AH/EDR> Ebola virus disease - West Africa (210): Mali, Liberia, WHO",http://promedmail.org/direct.php?id=20141114.2955997,11/14/14 17:47,No Tag,NA,NA,NA,NA,14413,5177,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2956594,"PRO/AH/EDR> Ebola virus disease - ex Africa (36): USA medevac, strike, Australia, safety",http://promedmail.org/direct.php?id=20141114.2956594,11/14/14 17:58,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,USA Today [edited],NA
United Kingdom,United Kingdom,NA,Ebola,Pets (domestic),NA,2958222,"PRO/AH/EDR> Ebolavirus, animal reservoir (07): USA, UK, pet exposure, discussion",http://promedmail.org/direct.php?id=20141117.2958222,11/17/14 10:48,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Mali,Mali,NA,Ebola,Humans,NA,2958823,"PRO/AH/EDR> Ebola virus disease - West Africa (211): Mali, Liberia, aid, S Leone, Guinea",http://promedmail.org/direct.php?id=20141116.2958823,11/16/14 5:11,No Tag,NA,NA,4,3,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2959789,PRO/AH/EDR> Ebola virus disease - Congo DR (17): (ET) outbreak over,http://promedmail.org/direct.php?id=20141116.2959789,11/16/14 13:19,No Tag,NA,NA,NA,NA,NA,49,NA,NA,NA,ProMED Mail,BBC [edited],NA
Liberia,Liberia,Firestone District,Ebola,Humans,NA,2960393,"PRO/AH/EDR> Ebola virus disease - West Africa (212): Mali, Guinea-Bissau reopens, Liberia",http://promedmail.org/direct.php?id=20141116.2960393,11/16/14 17:45,No Tag,NA,NA,NA,NA,71,53,57,39,NA,ProMED Mail,Healio [edited],NA
United States,United States,Nebraska,Ebola,Humans,NA,2963701,"PRO/AH/EDR> Ebola virus disease - ex Africa (38): USA doctor dies, NYC, songs, screening",http://promedmail.org/direct.php?id=20141117.2963701,11/17/14 19:53,No Tag,NA,NA,NA,1,NA,NA,NA,NA,NA,ProMED Mail,Washington Post [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2966829,"PRO/AH/EDR> Ebola virus disease - West Africa (213): Sierra Leone, Benin false alarm, Mali",http://promedmail.org/direct.php?id=20141118.2966829,11/18/14 21:2,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
India,India,NA,Ebola,Humans,NA,2972218,"PRO/AH/EDR> Ebola virus disease - ex Africa (40): USA ZMapp, cost, UK, India prevention",http://promedmail.org/direct.php?id=20141119.2972218,11/19/14 20:31,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Times of India [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,11/19/14 21:0,No Tag,NA,NA,NA,NA,15145,5420,NA,NA,NA,ProMED Mail,"WHO Situation report 19 Nov 2014 [excerpted, edited]",NA
Mali,Mali,NA,Ebola,Humans,NA,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,11/19/14 21:0,No Tag,NA,NA,NA,NA,6,5,NA,NA,NA,ProMED Mail,"WHO Situation report 19 Nov 2014 [excerpted, edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,11/19/14 21:0,No Tag,435,NA,NA,NA,5368,NA,NA,NA,NA,ProMED Mail,IB Times [edited],WHO
Liberia,Liberia,NA,Ebola,Humans,NA,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,11/19/14 21:0,No Tag,NA,NA,NA,NA,6822,NA,NA,NA,NA,ProMED Mail,IB Times [edited],WHO
Guinea,Guinea,NA,Ebola,Humans,NA,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,11/19/14 21:0,No Tag,NA,NA,NA,NA,1878,NA,NA,NA,NA,ProMED Mail,IB Times [edited],WHO
India,India,NA,Ebola,Humans,NA,2974605,"PRO/AH/EDR> Ebola virus disease - ex Africa (41): India, susp, donors, Spanish course",http://promedmail.org/direct.php?id=20141120.2974605,11/20/14 15:16,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Mali,Mali,Bamako,Ebola,Humans,NA,2982863,"PRO/AH/EDR> Ebola virus disease - West Africa (215): Mali more cases, WHO, Sierra Leone",http://promedmail.org/direct.php?id=20141122.2982863,11/22/14 21:10,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2982863,"PRO/AH/EDR> Ebola virus disease - West Africa (215): Mali more cases, WHO, Sierra Leone",http://promedmail.org/direct.php?id=20141122.2982863,11/22/14 21:10,No Tag,NA,NA,NA,NA,15351,5459,NA,NA,NA,ProMED Mail,"WHO [excerpted, edited]",NA
DR Congo,DR Congo,NA,Ebola,Humans,NA,2986455,PRO/AH> Ebola virus disease - Congo DR (18): (ET) contrasts W. Africa,http://promedmail.org/direct.php?id=20141124.2986455,11/24/14 20:16,No Tag,NA,NA,NA,NA,66,49,NA,NA,NA,ProMED Mail,NBC News [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,2987150,"PRO/AH/EDR> Ebola virus disease - West Africa (216): Mali, Sierra Leone, W.Africa, Liberia",http://promedmail.org/direct.php?id=20141124.2987150,11/24/14 20:46,No Tag,1,NA,NA,NA,8,6,NA,NA,NA,ProMED Mail,Associated Press [edited],NA
Pakistan,Pakistan,NA,Ebola,Humans,NA,2989968,"PRO/AH/EDR> Ebola virus disease - ex Africa (44): UN worker recovery, Pakistan, UK, susp.",http://promedmail.org/direct.php?id=20141125.2989968,11/25/14 20:0,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,2993049,"PRO/AH/EDR> Ebola virus disease - West Africa (217): Sierra Leone, aid, WHO, CDC, Congo",http://promedmail.org/direct.php?id=20141126.2993049,11/26/14 21:23,No Tag,NA,NA,NA,NA,15935,5689,NA,NA,NA,ProMED Mail,"WHO [excerpted, edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2993049,"PRO/AH/EDR> Ebola virus disease - West Africa (217): Sierra Leone, aid, WHO, CDC, Congo",http://promedmail.org/direct.php?id=20141126.2993049,11/26/14 21:23,No Tag,NA,NA,148,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO [excerpted, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2993049,"PRO/AH/EDR> Ebola virus disease - West Africa (217): Sierra Leone, aid, WHO, CDC, Congo",http://promedmail.org/direct.php?id=20141126.2993049,11/26/14 21:23,No Tag,NA,NA,67,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO [excerpted, edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2993049,"PRO/AH/EDR> Ebola virus disease - West Africa (217): Sierra Leone, aid, WHO, CDC, Congo",http://promedmail.org/direct.php?id=20141126.2993049,11/26/14 21:23,No Tag,NA,NA,385,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO [excerpted, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2995708,"PRO/AH/EDR> Ebola virus disease - West Africa (218): Liberia clinics, semen trans., S. Leone",http://promedmail.org/direct.php?id=20141127.2995708,11/27/14 20:10,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3001224,"PRO/AH/EDR> Ebola virus disease - West Africa (219): Guinea lab, Sierra Leone new drug, map",http://promedmail.org/direct.php?id=20141130.3001224,11/30/14 21:7,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3009934,"PRO/AH/EDR> Ebola virus disease - West Africa (220): WHO, Mali imam, MSF, World Bank economy",http://promedmail.org/direct.php?id=20141203.3009934,12/3/14 21:35,No Tag,NA,NA,NA,NA,17145,6070,NA,NA,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3009934,"PRO/AH/EDR> Ebola virus disease - West Africa (220): WHO, Mali imam, MSF, World Bank economy",http://promedmail.org/direct.php?id=20141203.3009934,12/3/14 21:35,No Tag,NA,NA,77,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3009934,"PRO/AH/EDR> Ebola virus disease - West Africa (220): WHO, Mali imam, MSF, World Bank economy",http://promedmail.org/direct.php?id=20141203.3009934,12/3/14 21:35,No Tag,NA,NA,43,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3009934,"PRO/AH/EDR> Ebola virus disease - West Africa (220): WHO, Mali imam, MSF, World Bank economy",http://promedmail.org/direct.php?id=20141203.3009934,12/3/14 21:35,No Tag,NA,NA,537,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3016187,"PRO/AH/EDR> Ebola virus disease - West Africa (221): Liberia, S. Leone, Nigerians, orphans",http://promedmail.org/direct.php?id=20141206.3016187,12/6/14 23:55,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3017499,"PRO/AH/EDR> Ebola virus disease - West Africa (222): S.Leone doctors die, WHO, Guinea, blood",http://promedmail.org/direct.php?id=20141207.3017499,12/7/14 18:28,No Tag,NA,NA,NA,NA,17517,6187,NA,NA,NA,ProMED Mail,"WHO [summarized Mod.JW, edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3022991,"PRO/AH/EDR> Ebola virus disease - West Africa (223): Liberia ban, protective gear, schools, corr.",http://promedmail.org/direct.php?id=20141209.3022991,12/9/14 21:30,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3028399,"PRO/AH/EDR> Ebola virus disease - West Africa (224): WHO, S. Leone lockdown, strike, births",http://promedmail.org/direct.php?id=20141211.3028399,12/11/14 21:14,No Tag,NA,NA,NA,NA,1942,6388,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3028399,"PRO/AH/EDR> Ebola virus disease - West Africa (224): WHO, S. Leone lockdown, strike, births",http://promedmail.org/direct.php?id=20141211.3028399,12/11/14 21:14,No Tag,8,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Daily Mail, AFP (Agence France-Presse) report [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3030233,PRO/AH/EDR> Ebola virus disease - West Africa (225): WHO situation summary,http://promedmail.org/direct.php?id=20141212.3030233,12/12/14 14:41,No Tag,NA,NA,NA,NA,2339,1454,2081,1225,NA,ProMED Mail,WHO situation summary [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3030233,PRO/AH/EDR> Ebola virus disease - West Africa (225): WHO situation summary,http://promedmail.org/direct.php?id=20141212.3030233,12/12/14 14:41,No Tag,NA,NA,NA,NA,7765,3222,2869,NA,NA,ProMED Mail,WHO situation summary [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3030233,PRO/AH/EDR> Ebola virus disease - West Africa (225): WHO situation summary,http://promedmail.org/direct.php?id=20141212.3030233,12/12/14 14:41,No Tag,NA,NA,NA,NA,8014,1857,6457,1648,NA,ProMED Mail,WHO situation summary [edited],NA
Mali,Mali,NA,Ebola,Humans,NA,3030233,PRO/AH/EDR> Ebola virus disease - West Africa (225): WHO situation summary,http://promedmail.org/direct.php?id=20141212.3030233,12/12/14 14:41,No Tag,NA,NA,NA,NA,1,NA,7,6,NA,ProMED Mail,WHO situation summary [edited],NA
United States,United States,NA,Ebola,Humans,NA,3030233,PRO/AH/EDR> Ebola virus disease - West Africa (225): WHO situation summary,http://promedmail.org/direct.php?id=20141212.3030233,12/12/14 14:41,No Tag,NA,NA,NA,NA,NA,NA,4,1,NA,ProMED Mail,WHO situation summary [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3031983,"PRO/AH/EDR> Ebola virus disease - West Africa (226): Liberia,Guinea,surv, Guinea-Bissau susp",http://promedmail.org/direct.php?id=20141214.3031983,12/14/14 9:44,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3035264,"PRO/AH/EDR> Ebola virus disease - ex Africa (52): WHO, Sierra Leone, Nigeria, Rwanda aid",http://promedmail.org/direct.php?id=20141215.3035264,12/15/14 19:57,No Tag,NA,NA,NA,NA,18464,NA,NA,NA,NA,ProMED Mail,"Yahoo News, AFP (Agence France-Presse) report [edited]",NA
Canada,Canada,NA,Ebola,Humans,NA,3037779,"PRO/AH/EDR> Ebola virus disease - ex Africa (53): Canada, Netherlands, susp.",http://promedmail.org/direct.php?id=20141217.3037779,12/17/14 14:38,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3037857,"PRO/AH/EDR> Ebola virus disease - West Africa (227): S. Leone, 12th doc infected, Liberia",http://promedmail.org/direct.php?id=20141216.3037857,12/16/14 22:15,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,"News1130, Associated Press report [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3039911,"PRO/EDR> Ebola virus disease - West Africa (228): GBV-C co-infection, improved survival",http://promedmail.org/direct.php?id=20141217.3039911,12/17/14 23:53,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3040373,"PRO/AH/EDR> Ebola virus disease - West Africa (229): WHO, Ethiopia health workers, susp",http://promedmail.org/direct.php?id=20141218.3040373,12/18/14 0:14,No Tag,139,74,NA,NA,18603,6915,NA,NA,NA,ProMED Mail,WHO Ebola response roadmap - Situation report [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3042755,"PRO/AH/EDR> Ebola virus disease - West Africa (230): Sierra Leone medic dies, Guinea, susp",http://promedmail.org/direct.php?id=20141218.3042755,12/18/14 22:38,No Tag,NA,NA,NA,1,NA,NA,NA,NA,NA,ProMED Mail,"The New York Times, Associated Press (AP) report [edited]",NA
Guinea,Guinea,Fria,Ebola,Humans,NA,3042755,"PRO/AH/EDR> Ebola virus disease - West Africa (230): Sierra Leone medic dies, Guinea, susp",http://promedmail.org/direct.php?id=20141218.3042755,12/18/14 22:38,No Tag,NA,NA,1,1,NA,NA,NA,NA,NA,ProMED Mail,"Cri Online, Xinhua News Agency report [in French, trans. & summ. Mod.JW, edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3045658,PRO/AH/EDR> Ebola virus disease - West Africa (231): WHO,http://promedmail.org/direct.php?id=20141220.3045658,12/20/14 15:12,No Tag,NA,NA,NA,NA,8759,2477,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3045658,PRO/AH/EDR> Ebola virus disease - West Africa (231): WHO,http://promedmail.org/direct.php?id=20141220.3045658,12/20/14 15:12,No Tag,NA,NA,NA,NA,7819,3346,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3045658,PRO/AH/EDR> Ebola virus disease - West Africa (231): WHO,http://promedmail.org/direct.php?id=20141220.3045658,12/20/14 15:12,No Tag,NA,462,473,NA,18569,6900,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3049556,"PRO/AH/EDR> Ebola virus disease - West Africa (232): WHO, Sierra Leone, seq, region, susp",http://promedmail.org/direct.php?id=20141223.3049556,12/23/14 2:17,No Tag,NA,NA,NA,NA,19340,7518,NA,NA,NA,ProMED Mail,The Economic Times [edited],The UN health agency
Worldwide,Worldwide,NA,Ebola,Humans,NA,3053835,"PRO/AH/EDR> Ebola virus disease - West Africa (233): WHO, S Leone, Liberia, susp",http://promedmail.org/direct.php?id=20141225.3053835,12/25/14 2:52,No Tag,NA,NA,NA,NA,19463,7573,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3053835,"PRO/AH/EDR> Ebola virus disease - West Africa (233): WHO, S Leone, Liberia, susp",http://promedmail.org/direct.php?id=20141225.3053835,12/25/14 2:52,No Tag,NA,NA,NA,NA,8356,2085,NA,NA,NA,ProMED Mail,"AllAfrica, Premium Times report [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3053835,"PRO/AH/EDR> Ebola virus disease - West Africa (233): WHO, S Leone, Liberia, susp",http://promedmail.org/direct.php?id=20141225.3053835,12/25/14 2:52,No Tag,NA,NA,NA,NA,7797,3290,NA,NA,NA,ProMED Mail,"AllAfrica, Premium Times report [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3053835,"PRO/AH/EDR> Ebola virus disease - West Africa (233): WHO, S Leone, Liberia, susp",http://promedmail.org/direct.php?id=20141225.3053835,12/25/14 2:52,No Tag,NA,NA,NA,NA,2416,1525,NA,NA,NA,ProMED Mail,"AllAfrica, Premium Times report [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3056699,"PRO/AH/EDR> Ebola virus disease - West Africa (234): WHO, Guinea, Liberia, S Leone, region",http://promedmail.org/direct.php?id=20141227.3056699,12/27/14 3:36,No Tag,NA,NA,NA,NA,NA,3384,NA,NA,NA,ProMED Mail,Tass [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3056699,"PRO/AH/EDR> Ebola virus disease - West Africa (234): WHO, Guinea, Liberia, S Leone, region",http://promedmail.org/direct.php?id=20141227.3056699,12/27/14 3:36,No Tag,NA,NA,NA,NA,1654,2630,NA,NA,NA,ProMED Mail,Tass [edited],NA
